user_id,Precision@10 - macro,F1@10 - macro,NDCG@10
1,0.0,0.0,0.0
100005,0.2,0.26666666666666666,0.44130740935663865
100050,0.5,0.47619047619047616,0.4154095313089294
100077,0.4,0.3076923076923077,0.5271064966405457
100130,0.2,0.28571428571428575,0.41618115554873086
100177,0.0,0.0,0.0
100226,0.3,0.3529411764705882,0.41322699210894576
100303,0.7,0.4666666666666667,0.6253338941235217
100331,0.4,0.5714285714285715,0.6318532842514007
100380,0.1,0.15384615384615383,0.21840743681816419
100394,0.0,0.0,
100520,0.1,0.18181818181818182,0.3333333333333333
100596,0.2,0.23529411764705882,0.2960819109658652
100686,1.0,0.7407407407407407,1.0
100706,0.9,0.5625000000000001,0.9052116356304495
100739,0.1,0.15384615384615383,0.3065735963827292
100772,0.1,0.16666666666666669,0.6309297535714575
10079,0.3,0.4,0.6217937096682962
100829,0.1,0.16666666666666669,0.21840743681816419
100855,0.3,0.4285714285714285,0.46437288783752695
10087,0.3,0.4615384615384615,0.5847876649948583
100871,0.4,0.5714285714285715,0.5
100911,0.0,0.0,0.0
100919,0.3,0.3529411764705882,0.4428328130831785
100948,0.0,0.0,0.0
100954,0.7,0.4375,0.6812060741152738
100963,0.0,0.0,0.0
100996,1.0,0.625,0.9216017310213247
101045,0.1,0.14285714285714288,0.23463936301137822
101047,0.2,0.33333333333333337,0.45749452618986164
101103,0.3,0.4615384615384615,0.45646838330896394
101114,0.1,0.15384615384615383,0.3010299956639812
101263,0.1,0.15384615384615383,0.0
101290,0.0,0.0,0.0
101321,0.2,0.23529411764705882,0.44615333764087994
101373,0.1,0.18181818181818182,0.3562071871080222
10139,0.3,0.18181818181818182,0.3813374668042713
101410,0.1,0.14285714285714288,0.16812753627111746
101533,0.3,0.4615384615384615,0.8772153153380493
101539,0.0,0.0,
101567,0.0,0.0,
101620,0.2,0.33333333333333337,1.0
101632,0.0,0.0,0.0
101670,0.1,0.14285714285714288,0.18154179253735267
101741,0.0,0.0,
101883,0.3,0.4,0.3973845377035661
101887,0.1,0.16666666666666669,0.2890648263178879
102092,1.0,0.6060606060606061,
102155,0.2,0.25,0.37800210039683896
10228,0.1,0.15384615384615383,0.38685280723454163
102281,0.0,0.0,
102394,0.0,0.0,
102477,0.2,0.25,0.25657228426720274
102519,0.2,0.25,0.5087403079104241
10253,0.0,0.0,
102584,0.1,0.15384615384615383,0.31546487678572877
10262,0.1,0.16666666666666669,0.2890648263178879
102658,0.4,0.47058823529411764,0.44967985513709063
102688,0.7,0.4375,0.5747915663739763
102754,0.0,0.0,
102766,0.0,0.0,0.0
102783,0.1,0.16666666666666669,0.3562071871080222
102807,0.1,0.18181818181818182,0.3010299956639812
102838,0.1,0.18181818181818182,
102892,0.0,0.0,0.0
102901,0.1,0.16666666666666669,0.3333333333333333
102972,0.0,0.0,
102993,0.0,0.0,0.0
103006,0.1,0.18181818181818182,0.31546487678572877
10311,0.2,0.28571428571428575,0.3065735963827292
103158,0.3,0.4285714285714285,0.9066276098484507
103220,0.6,0.7499999999999999,0.8900174613068491
103232,0.0,0.0,0.0
10324,0.9,0.5294117647058825,0.9337457765456111
10329,0.0,0.0,0.0
103396,0.2,0.30769230769230765,0.37590633587120725
103407,0.0,0.0,0.0
103488,0.2,0.26666666666666666,0.7977228895450266
103522,0.8,0.5000000000000001,0.7951657524814092
103526,0.0,0.0,
103661,0.2,0.16,0.2601414854823592
103784,1.0,0.625,1.0
103829,0.4,0.5714285714285715,0.9223260797603763
103872,0.1,0.18181818181818182,0.31546487678572877
103893,0.0,0.0,0.0
103909,0.0,0.0,
103976,0.0,0.0,
104022,0.2,0.28571428571428575,0.2303612461053624
104112,0.0,0.0,
10420,0.2,0.25,0.5855700749881525
104417,0.0,0.0,0.0
104459,0.2,0.28571428571428575,0.3152014104491349
10457,0.3,0.24,0.25289692312978446
104633,0.1,0.14285714285714288,0.1480409554829326
104714,0.1,0.16666666666666669,0.3065735963827292
