user_id,Precision@10 - macro,F1@10 - macro,NDCG@10
1,0.0,0.0,0.0
100005,0.2,0.26666666666666666,0.33775931993299535
100050,0.5,0.47619047619047616,0.3889808495016982
100077,0.4,0.3076923076923077,0.5271064966405457
100130,0.2,0.28571428571428575,0.34620964322385606
100177,0.0,0.0,0.0
100226,0.3,0.3529411764705882,0.29096343487431736
100303,0.7,0.4666666666666667,0.6253338941235217
100331,0.4,0.5714285714285715,0.6318532842514007
100380,0.1,0.15384615384615383,0.21840743681816419
100394,0.0,0.0,0.0
100520,0.1,0.18181818181818182,0.3333333333333333
100596,0.2,0.23529411764705882,0.21398626473452756
100686,1.0,0.7407407407407407,1.0
100706,0.9,0.5625000000000001,0.9052116356304495
100739,0.1,0.15384615384615383,0.3065735963827292
100772,0.1,0.16666666666666669,0.38685280723454163
10079,0.3,0.4,0.6217937096682962
100829,0.1,0.16666666666666669,0.21840743681816419
100855,0.3,0.4285714285714285,0.46437288783752695
10087,0.3,0.4615384615384615,0.5847876649948583
100871,0.4,0.5714285714285715,0.5
100911,0.0,0.0,0.0
100919,0.3,0.3529411764705882,0.3118096320672291
100948,0.0,0.0,0.0
100954,0.7,0.4375,0.6812060741152738
100963,0.0,0.0,0.0
100996,1.0,0.625,0.9216017310213247
101045,0.1,0.14285714285714288,0.19519002499605084
101047,0.2,0.33333333333333337,0.45749452618986164
101103,0.3,0.4615384615384615,0.45646838330896394
101114,0.1,0.15384615384615383,0.18457569677956817
101263,0.1,0.15384615384615383,0.0
101290,0.0,0.0,0.0
101321,0.2,0.23529411764705882,0.36159016140841066
101373,0.1,0.18181818181818182,0.3562071871080222
10139,0.3,0.18181818181818182,0.35707647659639197
101410,0.1,0.14285714285714288,0.16812753627111746
101533,0.3,0.4615384615384615,0.8772153153380493
101539,0.0,0.0,0.0
101567,0.0,0.0,0.0
101620,0.2,0.33333333333333337,1.0
101632,0.0,0.0,0.0
101670,0.1,0.14285714285714288,0.15101961822780524
101741,0.0,0.0,0.0
101883,0.3,0.4,0.3973845377035661
101887,0.1,0.16666666666666669,0.17723928678404774
102092,1.0,0.6060606060606061,
102155,0.2,0.25,0.2090905274901754
10228,0.1,0.15384615384615383,0.18154179253735267
102281,0.0,0.0,0.0
102394,0.0,0.0,0.0
102477,0.2,0.25,0.22290869782240583
102519,0.2,0.25,0.45390362024822023
10253,0.0,0.0,0.0
102584,0.1,0.15384615384615383,0.1480409554829326
10262,0.1,0.16666666666666669,0.17723928678404774
102658,0.4,0.47058823529411764,0.44967985513709063
102688,0.7,0.4375,0.5747915663739763
102754,0.0,0.0,0.0
102766,0.0,0.0,0.0
102783,0.1,0.16666666666666669,0.21840743681816419
102807,0.1,0.18181818181818182,0.3010299956639812
102838,0.1,0.18181818181818182,
102892,0.0,0.0,0.0
102901,0.1,0.16666666666666669,0.20438239758848611
102972,0.0,0.0,0.0
102993,0.0,0.0,0.0
103006,0.1,0.18181818181818182,0.31546487678572877
10311,0.2,0.28571428571428575,0.23463936301137822
103158,0.3,0.4285714285714285,0.7541985434892589
103220,0.6,0.7499999999999999,0.8900174613068491
103232,0.0,0.0,0.0
10324,0.9,0.5294117647058825,0.9337457765456111
10329,0.0,0.0,0.0
103396,0.2,0.30769230769230765,0.37590633587120725
103407,0.0,0.0,0.0
103488,0.2,0.26666666666666666,0.5078961547485289
103522,0.8,0.5000000000000001,0.7951657524814092
103526,0.0,0.0,0.0
103661,0.2,0.16,0.20829366581033185
103784,1.0,0.625,1.0
103829,0.4,0.5714285714285715,0.9223260797603763
103872,0.1,0.18181818181818182,0.31546487678572877
103893,0.0,0.0,0.0
103909,0.0,0.0,0.0
103976,0.0,0.0,0.0
104022,0.2,0.28571428571428575,0.2303612461053624
104112,0.0,0.0,0.0
10420,0.2,0.25,0.45390362024822023
104417,0.0,0.0,0.0
104459,0.2,0.28571428571428575,0.2622073738811406
10457,0.3,0.24,0.23680742154717785
104633,0.1,0.14285714285714288,0.123151194370365
104714,0.1,0.16666666666666669,0.3065735963827292
104762,1.0,0.5555555555555556,
104841,0.7,0.45161290322580644,0.6036081270984909
104853,0.9,0.9,0.9258513847149256
104881,0.1,0.16666666666666669,0.3065735963827292
104937,0.1,0.18181818181818182,0.3333333333333333
104944,0.0,0.0,0.0
105010,0.1,0.13333333333333333,0.10209739512291163
105037,0.5,0.28571428571428575,0.4263100803427563
105062,0.1,0.18181818181818182,0.2890648263178879
105085,0.1,0.18181818181818182,0.38685280723454163
105167,0.1,0.14285714285714288,0.11751610475642714
105228,0.3,0.4,0.6060398578158167
105255,0.2,0.23529411764705882,0.10209739512291163
105278,0.3,0.4615384615384615,0.7328286204777911
105303,0.8,0.761904761904762,0.7975167679274939
105317,0.5,0.22222222222222224,0.5302631099446181
105475,0.2,0.22222222222222224,0.20424960638019765
105555,0.3,0.4285714285714285,0.38202800419041144
105602,0.2,0.22222222222222224,0.13743816645714543
105638,0.3,0.21428571428571427,0.40350157154648036
105685,0.5,0.4347826086956522,0.4204996466049308
105703,0.1,0.14285714285714288,0.16812753627111746
105753,1.0,0.5882352941176471,
105795,0.1,0.16666666666666669,0.21840743681816419
105875,0.1,0.16666666666666669,0.17723928678404774
105878,0.6,0.19999999999999998,0.5184650094568698
105900,0.2,0.28571428571428575,0.312706129752478
105992,0.1,0.18181818181818182,0.2890648263178879
106037,0.2,0.1904761904761905,0.14279514403613736
106048,0.2,0.2105263157894737,0.1849535222114937
106054,0.0,0.0,0.0
106074,0.1,0.11764705882352941,0.16958010263680806
106153,0.1,0.15384615384615383,0.18154179253735267
106214,0.0,0.0,0.0
106286,0.5,0.5,0.41628452663299526
106423,0.4,0.5333333333333333,0.4157703243582452
106472,0.3,0.4,0.4136877383108716
106555,0.3,0.4,0.6422813708518126
106557,0.1,0.18181818181818182,0.3010299956639812
106566,0.1,0.16666666666666669,0.6131471927654584
106593,0.1,0.18181818181818182,
106599,0.4,0.5,0.5166400850076803
106766,0.1,0.18181818181818182,0.5
106769,0.6,0.3,0.6141069626790936
106797,0.1,0.15384615384615383,0.6131471927654584
106816,0.9,0.7826086956521738,0.92663607790064
106874,0.0,0.0,0.0
106913,0.2,0.28571428571428575,0.312706129752478
106969,0.1,0.16666666666666669,0.17723928678404774
107107,0.1,0.16666666666666669,0.2640681225725909
107207,0.1,0.15384615384615383,0.21840743681816419
10725,0.1,0.125,0.3026024134988135
10728,0.1,0.18181818181818182,0.6309297535714575
107312,0.5,0.4,0.39794789654359625
107314,0.3,0.3529411764705882,0.38941412718428836
107346,0.3,0.4285714285714285,0.4367467095119258
107380,0.0,0.0,0.0
107499,0.2,0.30769230769230765,0.29769321486741446
10751,0.0,0.0,0.0
107527,0.2,0.23529411764705882,0.18065894665528784
107650,0.5,0.625,0.6645057132284412
107668,0.9,0.41860465116279066,0.92663607790064
107702,0.2,0.33333333333333337,0.37800210039683896
107813,0.1,0.16666666666666669,0.21840743681816419
107852,0.1,0.18181818181818182,1.0
108061,0.2,0.33333333333333337,0.41183384043543503
108270,0.1,0.16666666666666669,0.2640681225725909
108284,0.2,0.30769230769230765,0.37590633587120725
108319,0.1,0.11111111111111112,0.15958907712489637
108409,0.2,0.28571428571428575,0.2532778777010656
108461,0.3,0.3529411764705882,0.3157774392560288
108536,0.6,0.3157894736842105,0.4896484487323553
